"grna_target","response_id","t_test","wilcoxon_test"
"candidate_enh_1","ENSG00000105472",0.352915408492698,21964043.3168945
"candidate_enh_1","ENSG00000105497",0.0873123248620633,21795616.5
"candidate_enh_1","ENSG00000131398",0.496879874569067,22159677
"candidate_enh_1","ENSG00000131400",0.338452340451629,21974653.5
"candidate_enh_1","ENSG00000131408",0.72285672226427,22001705.15625
"candidate_enh_1","ENSG00000131409",0.22466068575829,22123139.5
"candidate_enh_1","ENSG00000142528",0.638553064862283,22114680
"candidate_enh_1","ENSG00000142530",0.362096643943934,22156643.5
"candidate_enh_1","ENSG00000142544",0.691448909525956,22178858.8378906
"candidate_enh_1","ENSG00000160318",0.951026532547241,22067742.5
"candidate_enh_1","ENSG00000161671",0.745495908241242,22110197.265625
"candidate_enh_1","ENSG00000161677",0.230900221620695,22480047.1435547
"candidate_enh_1","ENSG00000167747",0.732180616706601,21872352.2783203
"candidate_enh_1","ENSG00000167748",0.988618755373649,22025473.3554688
"candidate_enh_1","ENSG00000167759",0.465705583971721,22181822.5
"candidate_enh_1","ENSG00000169136",0.494299263731693,22230578.9560547
"candidate_enh_1","ENSG00000186806",0.693225839753229,22045620.5
"candidate_enh_1","ENSG00000196961",0.339969531936111,21769086.8999023
"candidate_enh_1","ENSG00000204673",0.895250959100394,21953291.8598633
"candidate_enh_1","ENSG00000213023",0.665492692386097,22014846
"candidate_enh_1","ENSG00000213024",0.0461839980469928,21587675.2695312
"candidate_enh_1","ENSG00000235034",0.701747924502579,21986556.8129883
"candidate_enh_1","ENSG00000262874",0.53990882091163,21976418.5
"candidate_enh_1","ENSG00000076321",0.217638823513947,21696248.6323242
"candidate_enh_1","ENSG00000117592",0.912347986695638,22167184.6445312
"candidate_enh_1","ENSG00000117593",0.625508692856552,22032493.8701172
"candidate_enh_1","ENSG00000117601",0.367024920175005,22009191
"candidate_enh_1","ENSG00000120334",0.786380370578369,21887411.3779297
"candidate_enh_1","ENSG00000135870",0.619682761214764,22245993.8447266
"candidate_enh_1","ENSG00000152061",0.889214703652093,21981975.3149414
"candidate_enh_1","ENSG00000183831",0.136506080896235,21984178.5
"candidate_enh_1","ENSG00000185278",0.918489767832255,21994002.3007812
"candidate_enh_1","ENSG00000064787",0.722399506158417,22004987.5
"candidate_enh_1","ENSG00000101132",0.794793890219327,22076075.1787109
"candidate_enh_1","ENSG00000171940",0.608248581519924,22197251.3291016
"candidate_enh_1","ENSG00000057935",0.10830217687565,21604376.9643555
"candidate_enh_1","ENSG00000115944",0.75891061562919,22303558.4140625
"candidate_enh_1","ENSG00000115970",0.700194816958004,21899858.9882812
"candidate_enh_1","ENSG00000138036",0.68308299765797,22196563.2670898
"candidate_enh_1","ENSG00000143924",0.850553613922201,22196162.625
