"grna_target","response_id","wilcoxon_test"
"candidate_enh_1","ENSG00000131094",0.883332801660005
"candidate_enh_1","ENSG00000131097",0.376806539628292
"candidate_enh_1","ENSG00000136448",0.946328265930606
"candidate_enh_1","ENSG00000141349",0.956988636258618
"candidate_enh_1","ENSG00000161647",0.816875871177619
"candidate_enh_1","ENSG00000161654",0.349713971010511
"candidate_enh_1","ENSG00000161682",0.853316277440799
"candidate_enh_1","ENSG00000161692",0.776968642726388
"candidate_enh_1","ENSG00000161714",0.215585933198443
"candidate_enh_1","ENSG00000168591",0.688618473329576
"candidate_enh_1","ENSG00000172992",0.447299595915116
"candidate_enh_1","ENSG00000175832",0.973905533111298
"candidate_enh_1","ENSG00000175906",0.64862509231253
"candidate_enh_1","ENSG00000180329",0.298693712927632
"candidate_enh_1","ENSG00000180340",0.612869797750524
"candidate_enh_1","ENSG00000181513",0.572723689601663
"candidate_enh_1","ENSG00000182963",0.906760861472605
"candidate_enh_1","ENSG00000184988",0.371894716355179
"candidate_enh_1","ENSG00000186185",0.413648572475529
"candidate_enh_1","ENSG00000186566",0.635702418619536
"candidate_enh_1","ENSG00000188554",0.198004170152801
"candidate_enh_1","ENSG00000011304",0.585739584975845
"candidate_enh_1","ENSG00000064666",0.241527294143619
"candidate_enh_1","ENSG00000064687",0.389195012829555
"candidate_enh_1","ENSG00000064932",0.0673801018126989
"candidate_enh_1","ENSG00000065000",0.332593040622096
"candidate_enh_1","ENSG00000065268",0.620797550262681
"candidate_enh_1","ENSG00000070388",0.198467439187827
"candidate_enh_1","ENSG00000070404",0.982781938884972
"candidate_enh_1","ENSG00000070423",0.361449411918187
"candidate_enh_1","ENSG00000071564",0.763341687684707
"candidate_enh_1","ENSG00000071626",0.296904966982017
"candidate_enh_1","ENSG00000071655",0.515981111005505
"candidate_enh_1","ENSG00000079313",0.782504609930246
"candidate_enh_1","ENSG00000099622",0.873210278327275
"candidate_enh_1","ENSG00000099624",0.697225176502096
"candidate_enh_1","ENSG00000099625",0.411341556470539
"candidate_enh_1","ENSG00000099804",0.749829221167337
"candidate_enh_1","ENSG00000099817",0.450565660886619
"candidate_enh_1","ENSG00000099821",0.796233990562986
"candidate_enh_1","ENSG00000099840",0.530385380496611
"candidate_enh_1","ENSG00000099864",0.429464754283762
"candidate_enh_1","ENSG00000099866",0.716254622208308
"candidate_enh_1","ENSG00000099875",0.142475993322914
"candidate_enh_1","ENSG00000104885",0.542814241402211
"candidate_enh_1","ENSG00000104886",0.0598515494022103
"candidate_enh_1","ENSG00000104897",0.273303885529873
"candidate_enh_1","ENSG00000105556",0.8004590980156
"candidate_enh_1","ENSG00000115255",0.49420668452386
"candidate_enh_1","ENSG00000115257",0.205664566103151
"candidate_enh_1","ENSG00000115268",0.95590778944876
"candidate_enh_1","ENSG00000115286",0.645765543239202
"candidate_enh_1","ENSG00000116014",0.27337932601802
"candidate_enh_1","ENSG00000116017",0.174497720493074
"candidate_enh_1","ENSG00000118046",0.192714870468618
"candidate_enh_1","ENSG00000119559",0.906836512011156
"candidate_enh_1","ENSG00000127540",0.334236541851748
"candidate_enh_1","ENSG00000129911",0.124686421870112
"candidate_enh_1","ENSG00000129946",0.298737561735127
"candidate_enh_1","ENSG00000129951",0.433954774958855
"candidate_enh_1","ENSG00000129968",0.0513789208247033
"candidate_enh_1","ENSG00000130005",0.674666025083881
"candidate_enh_1","ENSG00000130270",0.690506379998406
"candidate_enh_1","ENSG00000133243",0.94942825297522
"candidate_enh_1","ENSG00000133275",0.73993209665007
"candidate_enh_1","ENSG00000141933",0.481492356236505
"candidate_enh_1","ENSG00000141934",0.703726008157281
"candidate_enh_1","ENSG00000160953",0.483883363293605
"candidate_enh_1","ENSG00000167468",0.421444868601651
"candidate_enh_1","ENSG00000167470",0.687833345265148
"candidate_enh_1","ENSG00000172081",0.299299804511364
"candidate_enh_1","ENSG00000172232",0.0617324309957079
"candidate_enh_1","ENSG00000172270",0.959070135579292
"candidate_enh_1","ENSG00000175221",0.538598992003408
"candidate_enh_1","ENSG00000180448",0.38261120203353
"candidate_enh_1","ENSG00000181588",0.278543047511673
"candidate_enh_1","ENSG00000181781",0.133568846038544
"candidate_enh_1","ENSG00000182087",0.447198156376004
"candidate_enh_1","ENSG00000185198",0.257673796556623
"candidate_enh_1","ENSG00000185761",0.399091249868136
"candidate_enh_1","ENSG00000196415",0.643165404508843
"candidate_enh_1","ENSG00000197540",0.29253643682971
"candidate_enh_1","ENSG00000197766",0.341384193152961
"candidate_enh_1","ENSG00000198858",0.66554001425374
"candidate_enh_1","ENSG00000213638",0.108384051446155
"candidate_enh_1","ENSG00000227500",0.895756427851674
"candidate_enh_1","ENSG00000228300",0.264490643581977
"candidate_enh_1","ENSG00000005007",0.693038980420114
"candidate_enh_1","ENSG00000006015",0.743209150282736
"candidate_enh_1","ENSG00000006016",0.857050586212482
"candidate_enh_1","ENSG00000051128",0.470602666844622
"candidate_enh_1","ENSG00000064490",0.952371877792668
"candidate_enh_1","ENSG00000064545",0.655507591709412
"candidate_enh_1","ENSG00000064547",0.378131074997521
"candidate_enh_1","ENSG00000064607",0.166890796991984
"candidate_enh_1","ENSG00000089639",0.109664147339346
"candidate_enh_1","ENSG00000105655",0.306338406010992
"candidate_enh_1","ENSG00000105656",0.502857086682853
"candidate_enh_1","ENSG00000105662",0.448550318199318
"candidate_enh_1","ENSG00000105669",0.243508388542778
"candidate_enh_1","ENSG00000105671",0.969894842812524
"candidate_enh_1","ENSG00000105676",0.821275432548057
"candidate_enh_1","ENSG00000105696",0.820832304313903
"candidate_enh_1","ENSG00000105700",0.929749864143358
"candidate_enh_1","ENSG00000105701",0.429446961836251
"candidate_enh_1","ENSG00000105705",0.755020003085742
"candidate_enh_1","ENSG00000105708",0.0871506211830532
"candidate_enh_1","ENSG00000105717",0.647394205446935
"candidate_enh_1","ENSG00000105726",0.838665610793155
"candidate_enh_1","ENSG00000129933",0.721326216567553
"candidate_enh_1","ENSG00000130511",0.787476061633684
"candidate_enh_1","ENSG00000130513",0.593093098704744
"candidate_enh_1","ENSG00000160161",0.882907310163986
"candidate_enh_1","ENSG00000167487",0.375762035810162
"candidate_enh_1","ENSG00000167491",0.551617616558037
"candidate_enh_1","ENSG00000178093",0.988767740770402
"candidate_enh_1","ENSG00000181035",0.048368021830069
"candidate_enh_1","ENSG00000181896",0.00325960407672826
"candidate_enh_1","ENSG00000184162",0.361203612711104
"candidate_enh_1","ENSG00000186010",0.676751917831514
"candidate_enh_1","ENSG00000213988",0.974796822494264
"candidate_enh_1","ENSG00000221983",0.608936592348909
"candidate_enh_1","ENSG00000223802",0.925937545311749
"candidate_enh_1","ENSG00000250067",0.850207820589193
"candidate_enh_1","ENSG00000254901",0.558123238317627
"candidate_enh_1","ENSG00000256771",0.0169243347190268
"candidate_enh_1","ENSG00000010361",0.491872099765926
"candidate_enh_1","ENSG00000039650",0.804749870131548
"candidate_enh_1","ENSG00000062822",0.724652897801201
"candidate_enh_1","ENSG00000104946",0.928917211261803
"candidate_enh_1","ENSG00000104960",0.541801154111875
"candidate_enh_1","ENSG00000104973",0.70438844549459
"candidate_enh_1","ENSG00000105053",0.254143587880151
"candidate_enh_1","ENSG00000105374",0.698062402840639
"candidate_enh_1","ENSG00000105379",0.866086783247187
"candidate_enh_1","ENSG00000105383",0.902742425211626
"candidate_enh_1","ENSG00000105472",0.781460175898554
"candidate_enh_1","ENSG00000105497",0.153527618748507
"candidate_enh_1","ENSG00000131398",0.447492254156684
"candidate_enh_1","ENSG00000131400",0.438804771772706
"candidate_enh_1","ENSG00000131408",0.910488586928826
"candidate_enh_1","ENSG00000131409",0.218462502669615
"candidate_enh_1","ENSG00000142528",0.750506393801024
"candidate_enh_1","ENSG00000142530",0.254482185991769
"candidate_enh_1","ENSG00000142544",0.658011530718599
"candidate_enh_1","ENSG00000160318",0.855018213636481
"candidate_enh_1","ENSG00000161671",0.815692323919033
"candidate_enh_1","ENSG00000161677",0.222085637889752
"candidate_enh_1","ENSG00000167747",0.674437934818552
"candidate_enh_1","ENSG00000167748",0.960608253647129
"candidate_enh_1","ENSG00000167759",0.352199201027633
"candidate_enh_1","ENSG00000169136",0.530669107235653
"candidate_enh_1","ENSG00000186806",0.984679954003995
"candidate_enh_1","ENSG00000196961",0.433162405914625
"candidate_enh_1","ENSG00000204673",0.799883507198276
"candidate_enh_1","ENSG00000213023",0.690929636350283
"candidate_enh_1","ENSG00000213024",0.202533526894748
"candidate_enh_1","ENSG00000235034",0.850958955079315
"candidate_enh_1","ENSG00000262874",0.354983723865876
"candidate_enh_1","ENSG00000076321",0.214212276793175
"candidate_enh_1","ENSG00000117592",0.760174074495966
"candidate_enh_1","ENSG00000117593",0.973677363738571
"candidate_enh_1","ENSG00000117601",0.56661220016681
"candidate_enh_1","ENSG00000120334",0.650531450636229
"candidate_enh_1","ENSG00000135870",0.445454923005763
"candidate_enh_1","ENSG00000152061",0.809726083573074
"candidate_enh_1","ENSG00000183831",0.449770979019476
"candidate_enh_1","ENSG00000185278",0.856050929077944
"candidate_enh_1","ENSG00000064787",0.62979849008342
"candidate_enh_1","ENSG00000101132",0.932023138231592
"candidate_enh_1","ENSG00000171940",0.550680801707074
"candidate_enh_1","ENSG00000057935",0.162287608130379
"candidate_enh_1","ENSG00000115944",0.523199885209001
"candidate_enh_1","ENSG00000115970",0.596892910436192
"candidate_enh_1","ENSG00000138036",0.624635151691922
"candidate_enh_1","ENSG00000143924",0.661944505103977
"candidate_enh_1","ENSG00000152518",0.622227046748712
"candidate_enh_1","ENSG00000152527",0.38606884298608
"candidate_enh_1","ENSG00000162878",0.651726234180214
"candidate_enh_1","ENSG00000115750",0.749001656378028
"candidate_enh_1","ENSG00000115756",0.767316675396045
"candidate_enh_1","ENSG00000115758",0.441210553283922
"candidate_enh_1","ENSG00000115761",0.703703082269759
"candidate_enh_1","ENSG00000119185",0.634868964954469
"candidate_enh_1","ENSG00000119203",0.0267954309186695
"candidate_enh_1","ENSG00000134308",0.592465619978381
"candidate_enh_1","ENSG00000134317",0.460110902483942
"candidate_enh_1","ENSG00000134318",0.0171297172313344
"candidate_enh_1","ENSG00000134330",0.167333795766124
"candidate_enh_1","ENSG00000143870",0.399242909585941
"candidate_enh_1","ENSG00000143882",0.336819285307862
"candidate_enh_1","ENSG00000151694",0.0895418957792424
"candidate_enh_1","ENSG00000162976",0.790481824395321
"candidate_enh_1","ENSG00000171848",0.449191365064537
"candidate_enh_1","ENSG00000172059",0.757676703042506
"candidate_enh_1","ENSG00000114999",0.922526462748784
"candidate_enh_1","ENSG00000125611",0.774811082586873
"candidate_enh_1","ENSG00000125618",0.636358714788319
"candidate_enh_1","ENSG00000125630",0.59646405833209
"candidate_enh_1","ENSG00000125637",0.750784909496082
"candidate_enh_1","ENSG00000136682",0.035409712630295
"candidate_enh_1","ENSG00000144130",0.962483933500943
"candidate_enh_1","ENSG00000144134",0.885327853499081
"candidate_enh_1","ENSG00000144136",0.119716298727421
"candidate_enh_1","ENSG00000144161",0.16638758688606
"candidate_enh_1","ENSG00000153107",0.89882943471288
"candidate_enh_1","ENSG00000153208",0.704977788220126
"candidate_enh_1","ENSG00000153214",0.670169726741007
"candidate_enh_1","ENSG00000169607",0.174513318926254
"candidate_enh_1","ENSG00000188177",0.179727416219962
"candidate_enh_1","ENSG00000115084",0.33096098340859
"candidate_enh_1","ENSG00000115091",0.193566529940502
"candidate_enh_1","ENSG00000138756",0.809083144924755
"candidate_enh_1","ENSG00000138767",0.505953477070469
"candidate_enh_1","ENSG00000138772",0.294128164745825
"candidate_enh_1","ENSG00000156269",0.19334540145751
"candidate_enh_1","ENSG00000163291",0.782162257686157
"candidate_enh_1","ENSG00000169288",0.420440495786854
"candidate_enh_1","ENSG00000163297",0.807393021963917
"candidate_enh_1","ENSG00000008853",0.569905375709875
"candidate_enh_1","ENSG00000104679",0.662408747015781
"candidate_enh_1","ENSG00000104689",0.33658006151867
"candidate_enh_1","ENSG00000120889",0.0564333688829794
"candidate_enh_1","ENSG00000120896",0.500999255294186
"candidate_enh_1","ENSG00000120913",0.744620990759948
"candidate_enh_1","ENSG00000147439",0.276131478079437
"candidate_enh_1","ENSG00000147454",0.944039025573458
"candidate_enh_1","ENSG00000147457",0.578861251948668
"candidate_enh_1","ENSG00000158941",0.820909103880696
"candidate_enh_1","ENSG00000197217",0.288249163397297
"candidate_enh_1","ENSG00000241852",0.168774154017993
"candidate_enh_1","ENSG00000095380",0.288120844102707
"candidate_enh_1","ENSG00000095383",0.62872856076081
"candidate_enh_1","ENSG00000106785",0.259421674403961
"candidate_enh_1","ENSG00000106789",0.0206966336004238
"candidate_enh_1","ENSG00000119514",0.298915794789553
"candidate_enh_1","ENSG00000136842",0.905184477063698
"candidate_enh_1","ENSG00000136925",0.377574771315859
"candidate_enh_1","ENSG00000136929",0.507418715139322
"candidate_enh_1","ENSG00000136932",0.290540258368005
"candidate_enh_1","ENSG00000136936",0.504074801839594
"candidate_enh_1","ENSG00000136937",0.33855561335758
"candidate_enh_1","ENSG00000136938",0.748748092745046
"candidate_enh_1","ENSG00000136943",0.205139442139356
"candidate_enh_1","ENSG00000165138",0.397219445348405
"candidate_enh_1","ENSG00000196116",0.839191375576903
"candidate_enh_1","ENSG00000196312",0.311638955329846
"candidate_enh_1","ENSG00000197816",0.435845508907338
"candidate_enh_1","ENSG00000204291",0.34740176700793
"candidate_enh_1","ENSG00000106799",0.0451917030446129
"candidate_enh_1","ENSG00000106803",0.384638285417135
"candidate_enh_1","ENSG00000119523",0.854458083624442
"candidate_enh_1","ENSG00000136874",0.401691135004234
"candidate_enh_1","ENSG00000106976",0.196359244096856
"candidate_enh_1","ENSG00000106991",0.378653580263831
"candidate_enh_1","ENSG00000106992",0.796926965450211
"candidate_enh_1","ENSG00000107021",0.281162302855732
"candidate_enh_1","ENSG00000119333",0.498256632836443
"candidate_enh_1","ENSG00000119335",0.173325276256206
"candidate_enh_1","ENSG00000119392",0.237592559896957
"candidate_enh_1","ENSG00000136807",0.202201996970059
"candidate_enh_1","ENSG00000136811",0.592832123342051
"candidate_enh_1","ENSG00000136828",0.220184963254532
"candidate_enh_1","ENSG00000136830",0.477685149608928
"candidate_enh_1","ENSG00000136840",0.471433948030233
"candidate_enh_1","ENSG00000136854",0.645214601062898
"candidate_enh_1","ENSG00000136856",0.124601792617961
"candidate_enh_1","ENSG00000136877",0.67942569031861
"candidate_enh_1","ENSG00000136895",0.593393553765984
"candidate_enh_1","ENSG00000136908",0.540192373764096
"candidate_enh_1","ENSG00000148334",0.145624306540351
"candidate_enh_1","ENSG00000148337",0.754262672405248
"candidate_enh_1","ENSG00000148339",0.155847335115266
"candidate_enh_1","ENSG00000148356",0.867497883413615
"candidate_enh_1","ENSG00000160404",0.064346984634533
"candidate_enh_1","ENSG00000160408",0.826907481667618
"candidate_enh_1","ENSG00000160445",0.320854848394889
"candidate_enh_1","ENSG00000160446",0.118571354168605
"candidate_enh_1","ENSG00000160447",0.583784196335365
"candidate_enh_1","ENSG00000167103",0.0403493841619792
"candidate_enh_1","ENSG00000167106",0.345048347493093
"candidate_enh_1","ENSG00000167110",0.801361544141503
"candidate_enh_1","ENSG00000167112",0.623726428193011
"candidate_enh_1","ENSG00000167113",0.899835000245293
"candidate_enh_1","ENSG00000167114",0.739863372849098
"candidate_enh_1","ENSG00000167118",0.271879674591602
"candidate_enh_1","ENSG00000167123",0.526058370820686
"candidate_enh_1","ENSG00000167136",0.447211901806032
"candidate_enh_1","ENSG00000171159",0.869454036687334
"candidate_enh_1","ENSG00000171169",0.175104566771352
"candidate_enh_1","ENSG00000175854",0.328110924796267
"candidate_enh_1","ENSG00000177125",0.698409339911559
"candidate_enh_1","ENSG00000187024",0.327176764977224
"candidate_enh_1","ENSG00000196152",0.66028086924402
"candidate_enh_1","ENSG00000197694",0.32290507773523
"candidate_enh_1","ENSG00000197958",0.234403952956688
"candidate_enh_1","ENSG00000198917",0.809470353910714
"candidate_enh_1","ENSG00000107290",0.59981635883036
"candidate_enh_1","ENSG00000125482",0.628206193853163
"candidate_enh_1","ENSG00000125484",0.00846044245972937
"candidate_enh_1","ENSG00000125485",0.0529667359100623
"candidate_enh_1","ENSG00000148248",0.898945427139038
"candidate_enh_1","ENSG00000148288",0.410282724574676
"candidate_enh_1","ENSG00000148290",0.198207063784548
"candidate_enh_1","ENSG00000148291",0.948500196231522
"candidate_enh_1","ENSG00000148296",0.875914989902913
"candidate_enh_1","ENSG00000148297",0.407472011174472
"candidate_enh_1","ENSG00000148300",0.270957711182127
"candidate_enh_1","ENSG00000148303",0.699992410327836
"candidate_enh_1","ENSG00000148308",0.402426109390773
"candidate_enh_1","ENSG00000160271",0.769453479006818
"candidate_enh_1","ENSG00000160293",0.555847455476788
"candidate_enh_1","ENSG00000160325",0.375111841955213
"candidate_enh_1","ENSG00000160326",0.708495206143682
"candidate_enh_1","ENSG00000160563",0.382473892411349
"candidate_enh_1","ENSG00000165698",0.113748950888553
"candidate_enh_1","ENSG00000165699",0.12731950216316
"candidate_enh_1","ENSG00000165702",0.974589897216137
"candidate_enh_1","ENSG00000198870",0.0629393365390456
"candidate_enh_1","ENSG00000122140",0.352477663205303
"candidate_enh_1","ENSG00000130559",0.741350099730331
"candidate_enh_1","ENSG00000130560",0.492586070502778
"candidate_enh_1","ENSG00000148411",0.59279668613058
"candidate_enh_1","ENSG00000160345",0.506839436301359
"candidate_enh_1","ENSG00000160360",0.856135010348257
"candidate_enh_1","ENSG00000165661",0.871874256940576
"candidate_enh_1","ENSG00000165684",0.337453172115116
"candidate_enh_1","ENSG00000165688",0.849277769687628
"candidate_enh_1","ENSG00000165689",0.00361162878993333
"candidate_enh_1","ENSG00000196422",0.79674505933999
"candidate_enh_1","ENSG00000213221",0.26366937838972
"candidate_enh_1","ENSG00000238227",0.491957063041682
"candidate_enh_1","ENSG00000107372",0.280304946813268
"candidate_enh_1","ENSG00000119125",0.580550476102783
"candidate_enh_1","ENSG00000135046",0.48362826234211
"candidate_enh_1","ENSG00000165092",0.298971535107465
